objid,ra,dec,method_a_score,method_a_is_anomaly,method_b_score,method_b_is_anomaly,method_a_score_norm,method_b_score_norm,combined_score,both_flagged,only_a_flagged,only_b_flagged
12376400000000002746,183.91052910837664,54.59571122973581,-0.1484827634954948,True,-0.0999592136710086,True,0.12415937031311831,0.11946825769198174,0.12181381400255004,True,False,False
12376400000000005972,148.17477817762963,8.523016290451224,-0.1348982647521801,True,-0.0976832179731626,True,0.15294548706924002,0.1256503633564889,0.13929792521286447,True,False,False
12376400000000002632,54.61002507077805,-9.741180665574946,-0.1709198645077138,True,-0.056433762528003,True,0.07661422186040219,0.23769297064555156,0.15715359625297687,True,False,False
12376400000000006748,151.65159391892024,3.4334072681349035,-0.2070749947533151,True,-0.0186182089489324,True,0.0,0.34040834405723863,0.17020417202861932,True,False,False
12376400000000003040,48.03963202321367,-14.758873511101122,-0.1478300021522415,True,-0.0640542016755197,True,0.1255425986968685,0.21699417931458373,0.1712683890057261,True,False,False
12376400000000001340,146.33224659081364,9.893889095960803,-0.1989898674222492,True,-0.0072797408210172,True,0.017132720443933283,0.3712061210946717,0.1941694207693025,True,False,False
12376400000000001336,52.64807205963056,-12.73536292938762,-0.0982331611923039,True,-0.0732026142009322,True,0.2306403635525777,0.19214507571209208,0.21139271963233489,True,False,False
12376400000000005788,147.00238991775947,16.699011024635766,-0.1393824517346851,True,-0.0306788812406916,True,0.1434433087059644,0.3076489014259487,0.22554610506595654,True,False,False
12376400000000006274,179.7711580754514,48.00757557692192,-0.1738608963315643,True,0.0024608534300694,False,0.07038205333769582,0.39766372070801803,0.23402288702285692,False,True,False
12376400000000006742,251.11675830219795,44.40292787883112,-0.1810249067422871,True,0.0175441784273312,False,0.055201217885329425,0.43863335390786223,0.24691728589659584,False,True,False
12376400000000002769,128.119893423043,26.157757263295643,-0.1675977503092486,True,0.0080158849303741,False,0.08365391975438975,0.4127524099076726,0.24820316483103116,False,True,False
12376400000000003237,199.7906799922464,27.24348206105239,-0.19299090424282,True,0.0312603816457193,False,0.029844772449805622,0.47588958321100977,0.2528671778304077,False,True,False
12376400000000004848,42.34559892286055,-5.1550418171469925,-0.1199349053561913,True,-0.0250647354873787,True,0.18465346678757322,0.32289815795827487,0.253775812372924,True,False,False
12376400000000003346,178.16231451320365,38.68230383729015,-0.0902934872474386,True,-0.0422981593453534,True,0.24746486223309813,0.2760883826357354,0.26177662243441674,True,False,False
12376400000000000191,194.9795093516684,-4.449107372586042,-0.1166160886741575,True,-0.0123948187135046,True,0.19168617710735628,0.3573124428054428,0.27449930995639954,True,False,False
12376400000000002809,112.7621510056338,26.800511352525763,-0.1813280094716955,True,0.0385983969400303,False,0.054558930619327574,0.49582124914523484,0.2751900898822812,False,True,False
12376400000000001851,-8.480191295780951,5.0616554383602885,-0.1480653825777961,True,0.0144958699661159,False,0.12504381780401777,0.43035347665542323,0.2776986472297205,False,True,False
12376400000000005338,170.67539795081063,35.16144274241601,-0.0915177967612473,True,-0.022994912861921,True,0.24487049954986173,0.32852025214302094,0.28669537584644134,True,False,False
12376400000000006299,0.7457766538056418,5.587082026087519,-0.1328051076248736,True,0.0098606769803352,False,0.15738097391303735,0.41776327148034403,0.2875721226966907,False,True,False
12376400000000004428,154.71652336731665,9.984518480680112,-0.1297338070677207,True,0.0133216420403237,False,0.1638891872893207,0.42716401495374584,0.2955266011215333,False,True,False
12376400000000002473,127.26704092352256,30.3933424480054,-0.0152336922490162,True,-0.0740792739881336,True,0.4065196837132414,0.18976387462219876,0.29814177916772006,True,False,False
12376400000000002376,47.46902776924018,-13.364648428861331,-0.1283079855274127,True,0.0162225813728592,False,0.16691056232186638,0.43504360519068336,0.30097708375627485,False,True,False
12376400000000001091,118.11763466337835,19.24140284117649,-0.12075950454142,True,0.0170657723954834,False,0.18290610688335313,0.43733389774359105,0.3101200023134721,False,True,False
12376400000000003514,189.7064637279347,48.00757729775072,-0.093548540251079,True,8.019502302780701e-06,False,0.24056726979478532,0.39100128345767865,0.315784276626232,False,True,False
12376400000000000250,77.32056343549964,-2.7336359253098266,0.0035411173266534,False,-0.0745924025510916,True,0.44630428458304894,0.18837010441486257,0.31733719449895575,False,False,True
